batch_id,drug_id,manufacturer,manufacture_date,shelf_life_months,current_stock_days,units_in_stock,turnover_rate,avg_regional_demand,storage_temp_variability,last_movement_days_ago,will_expire_soon,formulation,drug_type
BATCH_003314,DRUG_96,Manufacturer_28,22-06-2024,24,442,489,39,298.32,4.87,9,0,tablet,antibiotic
BATCH_003315,DRUG_92,Manufacturer_24,20-04-2022,11,-748,490,460.12,182.85,1.72,67,0,injection,supplement
BATCH_003316,DRUG_141,Manufacturer_29,14-03-2023,7,-541,521,386.18,360.94,4.05,85,0,syrup,painkiller
BATCH_003317,DRUG_31,Manufacturer_9,09-01-2025,20,521,508,296.55,100.06,4.6,106,0,ointment,supplement
BATCH_003318,DRUG_334,Manufacturer_42,21-01-2025,22,594,487,224.04,262.81,2.26,75,0,tablet,antibiotic
BATCH_003319,DRUG_20,Manufacturer_4,02-10-2023,21,87,503,480.35,173.34,1.64,151,0,capsule,antacid
BATCH_003320,DRUG_146,Manufacturer_49,18-05-2024,33,681,511,389.76,118.3,2.71,46,0,capsule,painkiller
BATCH_003321,DRUG_477,Manufacturer_46,23-11-2022,26,-74,530,272.15,559.02,4.54,36,0,ointment,antacid
BATCH_003322,DRUG_316,Manufacturer_18,05-10-2022,13,-519,502,330.05,434.97,0.55,42,0,tablet,supplement
BATCH_003323,DRUG_447,Manufacturer_43,20-09-2022,15,-473,465,147.57,142.86,2.69,24,1,injection,antihistamine
BATCH_003324,DRUG_390,Manufacturer_16,06-01-2024,15,0,517,105.9,572.17,3.91,86,1,syrup,antacid
BATCH_003325,DRUG_160,Manufacturer_33,11-02-2025,23,646,511,143.93,168.8,3.21,145,0,tablet,supplement
BATCH_003326,DRUG_349,Manufacturer_29,25-08-2023,15,-134,496,153.64,179.59,2.74,178,1,capsule,supplement
BATCH_003327,DRUG_43,Manufacturer_39,26-01-2025,14,356,492,372.47,123.3,2.99,45,0,ointment,supplement
BATCH_003328,DRUG_254,Manufacturer_10,28-04-2024,33,661,509,78.63,450.32,3.29,166,0,ointment,antihistamine
BATCH_003329,DRUG_130,Manufacturer_9,06-10-2022,29,-31,464,391.02,363.98,3.57,77,0,syrup,antihistamine
BATCH_003330,DRUG_60,Manufacturer_31,26-06-2023,24,80,503,266.46,82.04,2.1,111,0,ointment,antihistamine
BATCH_003331,DRUG_151,Manufacturer_28,26-09-2022,6,-741,474,198.44,63.91,2.83,85,1,ointment,painkiller
BATCH_003332,DRUG_467,Manufacturer_3,30-04-2022,9,-799,520,157.19,342.96,1.73,165,1,tablet,antihistamine
BATCH_003333,DRUG_287,Manufacturer_14,18-05-2022,29,-172,513,261.47,408.34,4.93,78,0,injection,antihistamine
BATCH_003334,DRUG_499,Manufacturer_25,23-07-2023,8,-380,511,165.58,502.58,1.34,4,1,syrup,antihistamine
BATCH_003335,DRUG_5,Manufacturer_15,05-01-2023,15,-366,488,220.43,313.05,1.18,112,0,tablet,antacid
BATCH_003336,DRUG_467,Manufacturer_2,05-04-2025,17,516,519,372.12,422.09,1.71,132,0,injection,antihistamine
BATCH_003337,DRUG_418,Manufacturer_24,05-02-2025,23,640,507,316.74,453.51,4.64,120,0,tablet,painkiller
BATCH_003338,DRUG_266,Manufacturer_14,16-11-2023,28,345,482,376.51,387.18,3.46,177,0,tablet,supplement
BATCH_003339,DRUG_345,Manufacturer_48,22-10-2024,25,595,509,359.36,243.72,2.55,41,0,ointment,antacid
BATCH_003340,DRUG_130,Manufacturer_7,03-08-2024,11,88,521,409.39,122.54,4.66,146,0,injection,antibiotic
BATCH_003341,DRUG_382,Manufacturer_36,09-02-2023,26,4,519,108.83,406.15,4.55,161,1,syrup,antihistamine
BATCH_003342,DRUG_267,Manufacturer_50,26-02-2025,7,174,511,497.61,472.78,2.31,52,0,syrup,supplement
BATCH_003343,DRUG_178,Manufacturer_24,05-12-2023,15,-32,550,243.13,154.4,3.04,20,0,injection,supplement
BATCH_003344,DRUG_253,Manufacturer_27,05-05-2023,7,-489,511,361.93,322.18,4.57,44,0,ointment,antacid
BATCH_003345,DRUG_415,Manufacturer_37,05-12-2024,35,943,476,342.1,268.48,1.94,59,0,capsule,antibiotic
BATCH_003346,DRUG_56,Manufacturer_38,06-05-2024,14,91,521,287.41,163.14,2.33,18,0,tablet,antifungal
BATCH_003347,DRUG_463,Manufacturer_30,31-01-2024,32,543,515,497.95,184.92,4.07,34,0,ointment,painkiller
BATCH_003348,DRUG_457,Manufacturer_27,18-02-2025,15,409,506,116.48,180.72,3.64,81,0,injection,antifungal
BATCH_003349,DRUG_471,Manufacturer_39,17-10-2023,7,-324,526,216.65,280.41,0.72,13,0,tablet,supplement
BATCH_003350,DRUG_83,Manufacturer_15,03-12-2023,13,-95,524,72.59,264.75,1.03,85,1,syrup,antifungal
BATCH_003351,DRUG_393,Manufacturer_26,21-08-2022,29,-77,509,99.1,354.8,4.31,102,1,capsule,supplement
BATCH_003352,DRUG_99,Manufacturer_1,19-04-2022,22,-414,458,359.35,101.27,0.63,11,0,syrup,antifungal
BATCH_003353,DRUG_149,Manufacturer_4,02-11-2022,22,-217,525,12.37,369.69,4.64,176,1,injection,supplement
BATCH_003354,DRUG_329,Manufacturer_29,05-06-2022,34,-2,541,446.01,62.02,1.72,2,0,tablet,supplement
BATCH_003355,DRUG_156,Manufacturer_1,17-02-2025,9,225,505,320.26,191.56,3.19,118,0,injection,antacid
BATCH_003356,DRUG_190,Manufacturer_43,16-12-2023,23,223,481,226.04,326.18,3.04,103,0,tablet,antibiotic
BATCH_003357,DRUG_494,Manufacturer_50,04-04-2025,17,515,498,172.37,427.81,2.28,95,0,ointment,supplement
BATCH_003358,DRUG_371,Manufacturer_46,16-11-2023,36,588,517,71.87,474.2,0.64,154,0,capsule,painkiller
BATCH_003359,DRUG_263,Manufacturer_22,02-06-2022,22,-370,509,461.57,69.56,1.37,116,0,ointment,painkiller
BATCH_003360,DRUG_80,Manufacturer_11,20-04-2022,14,-656,524,359.04,345.62,3.27,152,0,ointment,antihistamine
BATCH_003361,DRUG_400,Manufacturer_10,12-11-2023,34,523,511,174.83,244.94,2.51,142,0,injection,supplement
BATCH_003362,DRUG_252,Manufacturer_17,07-11-2022,24,-151,484,44.76,432.2,2.36,114,1,capsule,supplement
BATCH_003363,DRUG_97,Manufacturer_36,18-08-2022,19,-384,472,169.58,206.08,0.94,26,1,tablet,supplement
BATCH_003364,DRUG_260,Manufacturer_47,17-05-2024,19,254,473,100.47,459.05,2.06,14,0,tablet,antifungal
BATCH_003365,DRUG_260,Manufacturer_26,14-08-2022,35,99,522,395.27,381.23,2.87,157,0,syrup,supplement
BATCH_003366,DRUG_103,Manufacturer_48,10-07-2023,22,33,483,362.6,484.32,0.85,172,0,tablet,supplement
BATCH_003367,DRUG_40,Manufacturer_21,05-03-2023,7,-550,494,254.1,591.42,0.8,77,0,injection,painkiller
BATCH_003368,DRUG_273,Manufacturer_13,14-02-2023,13,-387,518,444.06,549.72,2.71,44,0,ointment,antibiotic
BATCH_003369,DRUG_101,Manufacturer_9,03-07-2024,10,27,522,98.53,376.31,3.03,91,1,ointment,antibiotic
BATCH_003370,DRUG_359,Manufacturer_11,27-04-2024,32,630,521,231.46,541.57,1.66,10,0,ointment,antihistamine
BATCH_003371,DRUG_380,Manufacturer_11,20-09-2024,12,167,500,358.2,134.2,1.97,77,0,capsule,painkiller
BATCH_003372,DRUG_308,Manufacturer_6,04-07-2022,27,-186,547,43.22,73.67,4.09,178,1,tablet,supplement
BATCH_003373,DRUG_221,Manufacturer_1,02-06-2022,34,-5,544,192.61,343.22,4.41,110,1,injection,antibiotic
BATCH_003374,DRUG_308,Manufacturer_6,18-08-2022,21,-323,516,290.12,585.9,1.96,166,0,capsule,antacid
BATCH_003375,DRUG_420,Manufacturer_13,18-04-2023,21,-80,507,189.73,440.36,2.1,23,1,syrup,antacid
BATCH_003376,DRUG_124,Manufacturer_22,08-06-2024,22,367,478,245.3,217.83,4.24,133,0,injection,antacid
BATCH_003377,DRUG_422,Manufacturer_31,02-11-2024,27,666,515,307.98,417.82,4.88,32,0,injection,supplement
BATCH_003378,DRUG_231,Manufacturer_22,29-10-2022,32,84,507,190.51,71.95,1.94,149,0,injection,supplement
BATCH_003379,DRUG_178,Manufacturer_37,27-12-2023,12,-101,474,61.95,308.84,4.05,59,1,ointment,antihistamine
BATCH_003380,DRUG_63,Manufacturer_47,18-12-2022,25,-79,485,78.33,180.49,2.66,147,1,injection,antihistamine
BATCH_003381,DRUG_485,Manufacturer_27,09-09-2022,13,-545,498,268.23,77.06,1.69,10,0,tablet,antihistamine
BATCH_003382,DRUG_116,Manufacturer_50,06-07-2022,13,-610,447,95.62,187.45,3.57,114,1,injection,antifungal
BATCH_003383,DRUG_191,Manufacturer_14,31-10-2024,28,695,483,446.02,447.35,2.58,34,0,ointment,antacid
BATCH_003384,DRUG_62,Manufacturer_47,07-01-2023,16,-333,470,418.75,353.15,1.71,162,0,injection,supplement
BATCH_003385,DRUG_256,Manufacturer_5,27-04-2023,20,-102,477,181.03,62.89,0.98,64,1,syrup,antacid
BATCH_003386,DRUG_483,Manufacturer_36,31-05-2024,23,390,496,417.18,275.36,4.4,105,0,syrup,antihistamine
BATCH_003387,DRUG_7,Manufacturer_32,14-10-2022,11,-571,466,271.26,463.69,4.45,89,0,ointment,supplement
BATCH_003388,DRUG_155,Manufacturer_34,03-05-2023,27,117,521,87.93,575.03,0.84,176,0,tablet,painkiller
BATCH_003389,DRUG_92,Manufacturer_7,10-04-2023,17,-210,475,310.96,530.9,3.49,65,0,tablet,antibiotic
BATCH_003390,DRUG_470,Manufacturer_42,21-07-2024,20,349,503,342.93,50.84,1.23,173,0,capsule,antibiotic
BATCH_003391,DRUG_14,Manufacturer_48,17-12-2024,33,894,508,51.11,170.29,3.41,132,0,ointment,antihistamine
BATCH_003392,DRUG_455,Manufacturer_10,07-11-2022,28,-29,514,164.08,164.26,4.58,166,1,injection,antacid
BATCH_003393,DRUG_229,Manufacturer_50,06-01-2023,11,-487,490,12.64,277.2,1.67,78,1,ointment,painkiller
BATCH_003394,DRUG_86,Manufacturer_17,10-06-2024,23,400,493,165.05,405.17,2.07,178,0,capsule,supplement
BATCH_003395,DRUG_133,Manufacturer_30,04-04-2023,29,149,505,174.37,134.19,4.08,148,0,ointment,antacid
BATCH_003396,DRUG_183,Manufacturer_21,05-01-2025,36,1004,509,318.8,553.62,3.81,165,0,ointment,antihistamine
BATCH_003397,DRUG_386,Manufacturer_13,14-04-2022,25,-327,492,107.53,477.41,2.34,163,1,capsule,antacid
BATCH_003398,DRUG_62,Manufacturer_1,31-05-2022,14,-615,526,24.74,280.63,4.32,13,1,tablet,antihistamine
BATCH_003399,DRUG_219,Manufacturer_1,14-04-2022,13,-693,535,164.66,371.2,4.64,160,1,injection,antifungal
BATCH_003400,DRUG_405,Manufacturer_47,27-07-2023,19,-41,515,414.55,347.99,2.54,22,0,capsule,antibiotic
BATCH_003401,DRUG_246,Manufacturer_33,24-08-2024,24,505,500,205.58,370.23,0.68,71,0,syrup,antibiotic
BATCH_003402,DRUG_230,Manufacturer_38,12-04-2024,24,371,537,213.4,523.06,2.79,165,0,tablet,antacid
BATCH_003403,DRUG_79,Manufacturer_25,06-01-2025,13,305,483,239.82,160.07,3.83,46,0,syrup,painkiller
BATCH_003404,DRUG_149,Manufacturer_26,21-08-2022,7,-746,480,378.38,426.04,1.49,63,0,tablet,supplement
BATCH_003405,DRUG_138,Manufacturer_13,18-12-2024,30,804,506,245.21,108.87,0.95,174,0,injection,antihistamine
BATCH_003406,DRUG_471,Manufacturer_28,05-06-2024,9,-32,436,54.73,302.54,1.78,0,1,injection,supplement
BATCH_003407,DRUG_314,Manufacturer_33,20-11-2023,36,592,477,111.14,399.71,0.55,41,0,ointment,antibiotic
BATCH_003408,DRUG_376,Manufacturer_37,28-09-2024,11,144,509,102.07,56.88,3.72,67,0,syrup,painkiller
BATCH_003409,DRUG_423,Manufacturer_41,01-12-2022,8,-614,480,258.85,109.44,1.16,24,0,tablet,painkiller
BATCH_003410,DRUG_389,Manufacturer_30,24-05-2023,8,-440,511,24.67,100.2,3.76,115,1,injection,supplement
BATCH_003411,DRUG_65,Manufacturer_49,31-10-2023,24,207,555,148.97,256.08,1.56,111,0,capsule,antibiotic
BATCH_003412,DRUG_13,Manufacturer_48,17-12-2022,16,-354,465,307.53,392.1,4.96,179,0,injection,supplement
BATCH_003413,DRUG_213,Manufacturer_8,10-08-2024,34,795,528,183.78,597.78,2.89,134,0,capsule,antacid
BATCH_003414,DRUG_474,Manufacturer_49,30-09-2023,15,-98,491,356.78,189.74,0.69,134,0,tablet,painkiller
BATCH_003415,DRUG_242,Manufacturer_47,29-08-2024,17,297,487,201.7,124.78,3.98,166,0,injection,painkiller
BATCH_003416,DRUG_493,Manufacturer_1,03-06-2022,19,-460,499,489.84,278.12,2.35,82,0,injection,antacid
BATCH_003417,DRUG_213,Manufacturer_12,11-08-2024,35,827,499,483.02,130.29,3.23,150,0,tablet,antibiotic
BATCH_003418,DRUG_181,Manufacturer_5,22-11-2024,35,930,522,401.92,63.5,4.78,117,0,injection,painkiller
BATCH_003419,DRUG_338,Manufacturer_24,02-02-2024,33,575,549,477.65,360.18,2.83,137,0,capsule,antifungal
BATCH_003420,DRUG_485,Manufacturer_6,27-11-2023,23,204,480,110.34,533.76,4.12,107,0,injection,antifungal
BATCH_003421,DRUG_173,Manufacturer_25,01-06-2022,29,-158,498,377.95,523.47,1.86,163,0,syrup,antifungal
BATCH_003422,DRUG_160,Manufacturer_1,13-05-2023,14,-268,498,167.61,105.43,3.72,118,1,ointment,antihistamine
BATCH_003423,DRUG_164,Manufacturer_25,13-06-2023,20,-55,496,365.39,131.11,0.95,130,0,capsule,antihistamine
BATCH_003424,DRUG_465,Manufacturer_1,01-06-2022,29,-158,476,193.21,320.12,4.52,71,1,syrup,antibiotic
BATCH_003425,DRUG_483,Manufacturer_32,24-09-2022,36,170,491,151.82,252.24,1.4,76,0,tablet,antacid
BATCH_003426,DRUG_497,Manufacturer_42,03-03-2024,31,544,466,479.81,436.69,1.86,140,0,capsule,supplement
BATCH_003427,DRUG_188,Manufacturer_42,27-07-2023,8,-376,486,112.84,322.22,4.81,175,1,ointment,antibiotic
BATCH_003428,DRUG_395,Manufacturer_3,24-12-2022,28,18,494,381.7,61.06,1.2,111,0,ointment,supplement
BATCH_003429,DRUG_191,Manufacturer_49,05-05-2023,16,-215,543,340.59,206.51,1.64,65,0,tablet,antibiotic
BATCH_003430,DRUG_405,Manufacturer_19,28-10-2022,15,-435,509,158.7,545.82,3.11,130,1,tablet,antihistamine
BATCH_003431,DRUG_308,Manufacturer_43,17-09-2024,23,499,500,234.59,331.33,4.91,62,0,capsule,antifungal
BATCH_003432,DRUG_256,Manufacturer_29,04-04-2025,9,271,478,80.04,488.87,3.61,14,0,injection,antacid
BATCH_003433,DRUG_183,Manufacturer_50,12-11-2024,33,859,525,461.39,271.26,1.01,129,0,tablet,antihistamine
BATCH_003434,DRUG_117,Manufacturer_2,08-10-2023,18,1,505,484.38,422.33,3.87,144,0,injection,antacid
BATCH_003435,DRUG_282,Manufacturer_9,26-03-2023,35,323,487,368.91,142.95,2.42,10,0,syrup,supplement
BATCH_003436,DRUG_196,Manufacturer_17,17-11-2024,34,894,528,426.22,455.09,4.97,4,0,ointment,antibiotic
BATCH_003437,DRUG_34,Manufacturer_46,26-12-2024,11,233,491,50.48,482.62,3.33,69,0,injection,painkiller
BATCH_003438,DRUG_52,Manufacturer_36,04-09-2023,32,394,457,198.14,99.58,2.89,66,0,ointment,painkiller
BATCH_003439,DRUG_112,Manufacturer_17,29-07-2022,26,-191,493,172.1,150.82,3.01,22,1,injection,antacid
BATCH_003440,DRUG_252,Manufacturer_49,08-05-2024,18,214,508,286.83,304.59,3.39,95,0,syrup,antifungal
BATCH_003441,DRUG_82,Manufacturer_12,05-04-2023,30,181,489,99.84,400.59,3.79,62,0,tablet,antifungal
BATCH_003442,DRUG_232,Manufacturer_20,19-08-2022,31,-18,465,286.06,400.62,0.85,131,0,syrup,antacid
BATCH_003443,DRUG_227,Manufacturer_50,12-02-2023,25,-23,500,330.64,417.51,1.09,28,0,tablet,antihistamine
BATCH_003444,DRUG_233,Manufacturer_3,29-06-2023,10,-343,493,74.85,442.93,1.85,144,1,tablet,painkiller
BATCH_003445,DRUG_221,Manufacturer_43,23-08-2024,25,535,482,74.54,328.17,2.65,162,0,ointment,antihistamine
BATCH_003446,DRUG_436,Manufacturer_50,19-09-2022,19,-352,487,27.36,366.17,1.9,175,1,syrup,supplement
BATCH_003447,DRUG_413,Manufacturer_4,21-04-2024,18,197,504,382.84,54.62,1.46,84,0,injection,painkiller
BATCH_003448,DRUG_422,Manufacturer_17,25-09-2023,19,19,494,172.19,141.63,4.66,86,1,syrup,supplement
BATCH_003449,DRUG_42,Manufacturer_50,08-06-2023,13,-273,534,120.46,324.21,0.65,47,1,ointment,antibiotic
BATCH_003450,DRUG_21,Manufacturer_37,14-09-2023,21,69,478,391.27,460.08,4.72,52,0,tablet,antihistamine
BATCH_003451,DRUG_42,Manufacturer_46,04-05-2024,18,210,500,80.2,494.91,4.58,116,0,ointment,antacid
BATCH_003452,DRUG_397,Manufacturer_42,22-02-2025,29,839,500,219.32,450.92,3.58,0,0,capsule,painkiller
BATCH_003453,DRUG_113,Manufacturer_15,30-12-2022,20,-220,504,374.95,317.52,0.65,134,0,capsule,antihistamine
BATCH_003454,DRUG_105,Manufacturer_33,23-06-2022,24,-288,501,291.18,204.7,1.51,76,0,injection,antacid
BATCH_003455,DRUG_192,Manufacturer_16,15-10-2024,6,9,533,281.46,294.59,4.91,117,0,ointment,antibiotic
BATCH_003456,DRUG_17,Manufacturer_11,13-08-2023,27,219,497,87.16,55.11,4.58,83,0,injection,painkiller
BATCH_003457,DRUG_120,Manufacturer_20,05-11-2023,7,-305,501,98.66,378.88,4.84,29,1,injection,supplement
BATCH_003458,DRUG_393,Manufacturer_38,19-07-2023,23,73,510,295.45,91.01,4.98,112,0,capsule,antibiotic
BATCH_003459,DRUG_425,Manufacturer_24,24-09-2023,24,170,502,21.55,129.96,0.79,115,0,injection,antifungal
BATCH_003460,DRUG_129,Manufacturer_16,26-12-2022,13,-437,509,435.87,394.29,3.07,69,0,capsule,antacid
BATCH_003461,DRUG_130,Manufacturer_30,12-12-2023,8,-238,476,181.73,57.34,4.25,97,1,tablet,painkiller
BATCH_003462,DRUG_60,Manufacturer_34,14-06-2023,28,190,489,214.14,365.46,1.94,98,0,ointment,painkiller
BATCH_003463,DRUG_48,Manufacturer_1,29-03-2023,31,204,455,136.63,401.11,2.46,83,0,injection,antibiotic
BATCH_003464,DRUG_29,Manufacturer_24,02-04-2025,19,574,490,439.57,483.55,1.78,165,0,capsule,painkiller
BATCH_003465,DRUG_97,Manufacturer_24,03-08-2023,31,331,474,324.83,87.42,0.67,157,0,syrup,antacid
BATCH_003466,DRUG_10,Manufacturer_9,07-05-2022,14,-639,499,230.46,51.61,0.83,96,0,injection,antibiotic
BATCH_003467,DRUG_242,Manufacturer_22,10-05-2023,34,337,544,296.8,471.77,0.6,53,0,tablet,supplement
BATCH_003468,DRUG_314,Manufacturer_12,10-03-2024,13,3,494,196.38,209.53,2.87,87,1,tablet,antibiotic
BATCH_003469,DRUG_444,Manufacturer_17,26-07-2022,22,-316,492,238.14,537.96,3.28,143,0,syrup,antibiotic
BATCH_003470,DRUG_232,Manufacturer_25,03-09-2022,28,-94,487,185.24,151.73,1.88,103,1,capsule,supplement
BATCH_003471,DRUG_277,Manufacturer_28,16-08-2022,28,-112,477,211.23,372.03,4.22,15,0,injection,antifungal
BATCH_003472,DRUG_284,Manufacturer_15,09-03-2024,29,489,525,164.34,110.18,4.5,26,0,capsule,antacid
BATCH_003473,DRUG_203,Manufacturer_30,13-03-2024,21,250,449,48.04,271.48,1.13,99,0,tablet,antifungal
BATCH_003474,DRUG_247,Manufacturer_27,23-02-2024,15,48,485,28.3,535.14,0.73,21,1,capsule,antifungal
BATCH_003475,DRUG_290,Manufacturer_22,12-01-2023,26,-24,491,95.31,384.59,1.94,142,1,tablet,antifungal
BATCH_003476,DRUG_264,Manufacturer_10,13-08-2023,15,-146,514,133.3,429.29,3.71,45,1,capsule,antihistamine
BATCH_003477,DRUG_443,Manufacturer_31,06-08-2023,30,304,508,446.33,174.28,2.78,128,0,syrup,antifungal
BATCH_003478,DRUG_214,Manufacturer_27,30-11-2022,30,55,483,309.51,557.51,2.7,155,0,ointment,antihistamine
BATCH_003479,DRUG_200,Manufacturer_12,09-09-2022,29,-58,476,479.57,392.92,1.19,160,0,syrup,supplement
BATCH_003480,DRUG_433,Manufacturer_46,18-11-2024,11,195,504,176.43,108.24,2.08,99,0,syrup,antacid
BATCH_003481,DRUG_79,Manufacturer_31,23-04-2023,27,107,465,206.85,58.55,4.82,142,0,ointment,antifungal
BATCH_003482,DRUG_401,Manufacturer_32,06-03-2025,22,638,505,362.68,58.76,2.03,56,0,ointment,painkiller
BATCH_003483,DRUG_444,Manufacturer_32,23-09-2023,34,473,505,293.17,78.17,3.16,69,0,injection,supplement
BATCH_003484,DRUG_343,Manufacturer_41,09-07-2023,21,2,496,268.66,551.39,0.76,19,0,injection,antihistamine
BATCH_003485,DRUG_344,Manufacturer_45,14-01-2023,20,-205,500,292.03,247.11,0.79,3,0,syrup,antacid
BATCH_003486,DRUG_173,Manufacturer_35,22-05-2022,27,-229,491,296.23,214.03,2.41,9,0,syrup,antibiotic
BATCH_003487,DRUG_467,Manufacturer_46,12-06-2022,19,-451,501,385.21,279.1,3.22,6,0,tablet,antacid
BATCH_003488,DRUG_69,Manufacturer_21,02-08-2023,9,-340,485,337.36,275.26,2.18,56,0,tablet,antacid
BATCH_003489,DRUG_416,Manufacturer_10,30-09-2022,9,-646,499,479.08,181.17,1.31,133,0,injection,antifungal
BATCH_003490,DRUG_428,Manufacturer_16,16-01-2023,35,254,519,474.5,100.51,3.81,54,0,injection,antifungal
BATCH_003491,DRUG_449,Manufacturer_7,05-03-2025,7,181,526,216.74,109.74,1.13,158,0,tablet,antihistamine
BATCH_003492,DRUG_87,Manufacturer_4,09-03-2023,34,275,478,27.5,379.55,3.51,63,0,tablet,antihistamine
BATCH_003493,DRUG_101,Manufacturer_27,23-06-2023,16,-166,497,15.43,268.26,4.81,163,1,capsule,antifungal
BATCH_003494,DRUG_8,Manufacturer_25,15-03-2023,35,312,519,70.36,546.35,2.62,90,0,capsule,antifungal
BATCH_003495,DRUG_333,Manufacturer_31,31-03-2023,9,-464,485,46.7,305.06,1.4,12,1,tablet,painkiller
BATCH_003496,DRUG_200,Manufacturer_11,23-08-2024,26,565,485,192.95,326.92,4.29,74,0,capsule,painkiller
BATCH_003497,DRUG_87,Manufacturer_48,08-02-2024,34,611,512,35.91,560.53,2.77,116,0,ointment,supplement
BATCH_003498,DRUG_43,Manufacturer_20,04-12-2024,33,881,511,316.21,325.9,4.65,72,0,injection,antifungal
BATCH_003499,DRUG_385,Manufacturer_36,20-10-2023,26,257,522,103.19,326.09,3.74,9,0,injection,antibiotic
BATCH_003500,DRUG_109,Manufacturer_17,17-05-2024,21,315,527,261.84,249.74,2.44,151,0,tablet,painkiller
BATCH_003501,DRUG_435,Manufacturer_45,20-08-2023,26,196,511,60.51,440.73,3.28,98,0,syrup,antihistamine
BATCH_003502,DRUG_408,Manufacturer_11,11-04-2023,9,-453,516,415.59,265.73,1.26,161,0,tablet,antacid
BATCH_003503,DRUG_483,Manufacturer_30,06-06-2023,6,-488,508,392.18,373.58,2.24,177,0,capsule,supplement
BATCH_003504,DRUG_152,Manufacturer_35,16-11-2022,35,193,497,199.38,296.07,3.17,74,0,syrup,painkiller
BATCH_003505,DRUG_17,Manufacturer_41,15-02-2024,31,527,504,456.19,340.81,3.16,115,0,capsule,antacid
BATCH_003506,DRUG_133,Manufacturer_38,07-11-2023,29,366,492,100.99,504.87,3.14,128,0,ointment,antacid
BATCH_003507,DRUG_148,Manufacturer_22,13-09-2023,24,159,492,408.83,277.55,3.85,4,0,capsule,painkiller
BATCH_003508,DRUG_277,Manufacturer_43,10-08-2022,7,-757,503,277.47,176.54,0.98,154,0,ointment,antibiotic
BATCH_003509,DRUG_232,Manufacturer_48,01-05-2022,14,-645,498,171.49,363.68,0.83,6,1,ointment,antibiotic
BATCH_003510,DRUG_314,Manufacturer_27,17-01-2025,28,773,499,51.34,565.63,1.17,100,0,capsule,supplement
BATCH_003511,DRUG_415,Manufacturer_37,15-02-2025,30,863,542,93.94,431.27,4.07,0,0,capsule,antibiotic
BATCH_003512,DRUG_366,Manufacturer_46,24-07-2023,18,-75,512,432.8,219.6,0.79,31,0,ointment,supplement
BATCH_003513,DRUG_228,Manufacturer_49,27-07-2023,23,81,557,307.37,579.65,1.51,144,0,syrup,antihistamine
BATCH_003514,DRUG_139,Manufacturer_35,09-08-2024,21,399,502,126.18,238.49,1.65,17,0,ointment,painkiller
BATCH_003515,DRUG_436,Manufacturer_4,05-12-2023,21,151,500,252.97,590.79,3.41,67,0,injection,antacid
BATCH_003516,DRUG_399,Manufacturer_16,29-10-2022,30,23,525,62.84,155.59,2.31,48,1,ointment,supplement
BATCH_003517,DRUG_211,Manufacturer_16,07-04-2023,15,-274,501,58.43,599.81,1.4,12,1,syrup,antibiotic
BATCH_003518,DRUG_391,Manufacturer_21,14-06-2022,14,-601,486,454.8,91.75,2.52,68,0,injection,supplement
BATCH_003519,DRUG_499,Manufacturer_26,25-02-2023,16,-284,471,234.35,442.28,3.58,149,0,tablet,antifungal
BATCH_003520,DRUG_28,Manufacturer_36,22-01-2023,30,108,513,187.17,457.24,4.04,153,0,tablet,supplement
BATCH_003521,DRUG_51,Manufacturer_19,30-12-2023,31,480,509,475.05,423.77,1.06,67,0,syrup,antibiotic
BATCH_003522,DRUG_491,Manufacturer_17,23-05-2022,34,-15,506,205.51,477.68,3.72,86,0,ointment,antifungal
BATCH_003523,DRUG_442,Manufacturer_45,20-08-2023,31,348,492,174.76,309.51,0.52,132,0,capsule,antifungal
BATCH_003524,DRUG_261,Manufacturer_26,07-10-2022,9,-639,515,143.76,79.76,3.76,136,1,syrup,antibiotic
BATCH_003525,DRUG_261,Manufacturer_22,03-09-2022,15,-490,479,286.88,246.76,3.47,76,0,injection,antifungal
BATCH_003526,DRUG_350,Manufacturer_28,16-08-2023,8,-356,461,283.62,403.27,2.61,61,0,injection,painkiller
